名称,价格1,价格2,星级,评论数量,排名1,排名2,评论
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,手机很好 原装 是2013年库存机 送货有点慢
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,外观很有个性，能习惯IOS 7，电池依旧不耐用
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,第一次在亚马逊买东西，给我留下非常好的印象1.价格公道，比那些整天叫便宜的网商实在多了！2.没有假货！ 很开心第一次在亚马逊网购没有让我失望，买到新机！3.物流迅速！ 第一天下单，第三天就到了，没让我久等！4.售后周到！  刚买到后，没注意看就签收了，结果发现屏幕内部有小裂缝，利用网上的自助退货，不到两天又给我送了一部新手机来换！很满意售后的客服MM 给的答复！下次再来！ 希望给点儿优惠哟
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,一直忘记评价了，还可以
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,5C的性价比真是棒~~
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,果然最低价抢到！赞一个
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,用着不错，反应就是快。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,好，全新正品。确实不错
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,适合我的手机，非常好用
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,手机很好用，价格也实惠
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,对于学生来说性价比超高
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,机器全新，真的很不错。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,手机挺好的，没什么问题
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,还好，全新，但是是库存
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,不错，挺便宜的值得购买
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,暂时没有问题，挺好的，
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,长期批发手机和平板电脑
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,不错，便宜，耐用，全新
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,手机很好用，正品刚刚的
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,正品，物美价廉，好评！
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,真的还不错呀，可以拥有
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,感觉很不错～很喜欢～～
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,用着很好，没什么问题，
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,手机很不错，品相完美。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,亚马逊应该还是可以的~
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,"支持移动4G,联通3G"
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,很喜欢哦！性价比很高！
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,颜色亮眼，使用简单！！
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,虽然苹果公司将 iPhone 5C定位为低端产品，只是相对 iPhone 5S而言，其运行速度，操作流畅性，做工，手感，材质，外观均好过同价位三星手机。黄色实物比宣传照漂亮，给人一种很精致明亮的感觉，很适合小女生。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,收到货后很惊喜，外观漂亮没有瑕疵，序列号官网查了后显示保修期还有363天，是新品，终于放心。当初订购时还有点忐忑，看评价有说翻新机的，电话咨询客服说绝对不会有这种情况。看来亚马逊没有令我失望。以后还会光顾的。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,优点：颜色漂亮，越看越好看  很结实，拿来就掉在了大理石地上，心那个疼啊，竟然毫发无损，这在三星上必然屏幕粉碎缺点：不知道咋替换网络歌曲为铃声  拒接电话没有安卓系统的方便
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,不知道是不是正品。 耳机坏的。  好伤心
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,买个红米老是死机重启，看到5C这个价格，觉得可以考虑，就入手了。主要还是看中苹果的系统，确实好用。昨天晚上下单，今天早上就到了，玩了一个上午，还没发现什么问题。挺不错的。口袋银子不多，选这个还是值得。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,2014年年初出厂的，各方面很好，6太大了，5S价格太坑，还是5C最实惠
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,我查了序列码和IMEI都是符合，买来还未激活，激活后去官网查序列码是一年的保修，而且也有三个月的苹果电话咨询，买来还是自己查了放心，前面的评论不知是不是搞错了，反正我这次没问题，很开心，好评！！！
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,好，不错，亚马逊自营还是让人比较放心的
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,就是有点小，还行吧！
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,"好用,喜欢,非常好."
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,连主界面都进去不了。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,用了大半年了，很好。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,用了很久，感觉不错。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,东西相当好，物有所值
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,非常好。好看，好用。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,很不错的，我很喜欢啊
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,非常好！全新未激活。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,目前没有出现什么问题
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,给朋友买的，挺不错。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,不错正品，未激活好好
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,好看！好用！很喜欢！
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,正品，配件正品还是棒
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,价格还不错，手感很好
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,正品行货！实惠好喜欢
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,符合预期用的挺好流畅
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,快一个月了，感觉良好
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,苹果质量不错我很喜欢
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,手机不错，性价比很高
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,我去，屎黄屏很明显。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,各方面还没有什么问题
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,手感真心好，很像陶瓷
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,性价比很高，是正品。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,买的Z实惠的，之前特别担心是别人用过的，激活过的，结果拿回来一看，不仅是全新未激活，而且描述的有轻微瑕疵也没找到，快递小哥和我一起看了半天都没看到有瑕疵，必须顶！2087.1买的，真是实惠啊
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,刚收到货，可能是尾货，无法激活，连上蜂窝和 Wi-Fi 都不能激活。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,正品～好用～～第一个苹果手机，棒极了
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,机器估计是13年9月那批的，因为系统版本只有7.0，所以刚开始要对电池进行激活，开机激活后去官网查了下，是首次激活，保修和电话支持也都正常，是新机无疑，价格这么便宜，估计就是在清库存了。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,没到货之前心情相当的忐忑到了货之后拆包 开机 相当的好啊哦哈哈哈哈  很喜欢这个烧粉真不知道那些说手机不好的是什么心理給亚马逊32个赞
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,机子非常的好，包装的不错，机子官网查询电话支持90天，保修也是正常。做工很精致，塑料的外壳有些像陶瓷，确实很漂亮。整体温润，简洁。系统流畅，实用，这就够了。何必花那么多钱买个傻卓呢。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,原厂包装，木有拆过，使用起来很方便
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,手机价格便宜，质量不错，值得购买。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,用着都还行，就是我自己查序列号显示的是国行5s，保修期什么的正确，不过网上人家查就是5c绿色，都符合，我不知道这是什么原因，还有就是屏幕上方有空隙！有一部分有，能进纸张！请解释？
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,我一直想买5C，从去年看到今年，很多次都要下手，最后还是忍住了，但是亚马逊的这款我觉得很好，一来是很新的机器，全新未激活，二来网络都是可以用的，目前这个型号只有亚马逊在卖，用了一周，非常好！看到大家都在说电池的问题，忍不住来评价，我建议大家可以上网搜一下省电的技巧，按照要求设置一下，我电话不多，充电一次可以用4天！
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,双十一前入手的。3500货到付款能买到的最低价位了。233.正品行货，ios7系统感觉还不错。不过没办上网套餐。自动连了无限蜂窝网。100多话费半天扣光了T T
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,话筒有时听见，有时听不见！这种情况怎么办？能申请换货吗？
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,手机很好，是全新未激活的，但不知道为什么，边缘有个小凹点。本想换，但后来想想，任何东西都不可能是完全完美的，的以就继续使用了。用起来感觉很好，跟现有的苹果5一样的感觉
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,是正品，全新未激活的，也不是官返机，电子产品一如既往的亚马逊，物流也很快，这次的快递员不行，还让自己去取，态度也不好，想投诉都不知道投诉到哪，希望下次的快递能好些。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,很漂亮，未拆封，是新品，很好用
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,还行吧，就是通话音质没三星的好
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,运行流畅，和5s基本无异。5s只是多了个用处不大的指纹识别，A7和闪光灯，但是却贵了1500之多。所以这款还是很合算的。不过后盖确实滑，像肥皂一样一样的抓不住。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,满3000-100，到手2900，感觉还是超值。主要是电信可单手操作的手机太少了，喜欢蓝色的外壳，想了想就他吧！到货后第一时间查了序列号，是没激活过的，不是网传的翻新机。但确实是一点儿电都没有，估计库存了不少时间。建议amazon在iphone6上市前，赶紧降价都出了吧。。。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,本来想在京东买了，但是一看京东貌似不太靠谱！果断选择亚马逊！第一次在亚马逊买东西，机器查了一下是正品。发货很快，本来预计9号到，没想到8号中午就到了！太赞了！
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,是人品不好么，屏幕左侧松动的厉害，按下去嘎吱嘎吱的响。包装什么的都拆了，估计也不能退货，没想到多出了500块买行货还是有这样的问题。早知道去实体店买了。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,本来说的9月5号到货，芝麻开门快递中午就到了迟迟不给发货，网上联系客服都是不在，打电话居然理直气壮和我说在转全峰快递给我送来。收到货后手机是完全没电的状态，充了电开始激活，是正品。全新机，保修一年。用了几天还是比较满意的，就是开始装的软件会闪退。个人觉得算比较满意
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,高价品配送专用包裹，胶带都是带线的一次性。懒得验货，直接签收。拿回家后一切顺利。手机没电，充了一会儿电后顺利激活。重要的是比官网便！宜！好！多！好！多！
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,电信版便宜，32G的很值，选了内敛低调的蓝色，刚下单就出差10天，回来就迫不及待开箱使用，手感不错，有点太光滑了，套了个蓝色磨砂壳很配，其他也没啥好说的
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,第一次发的不是未激活的，14年10月就到期了，不过还好联系客服马上给换了，换的新机是全新未激活的，比较喜欢ios系统，5c的外形也很nice，总体还不错
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,屏幕松动啊  应该是工艺问题
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,亚马逊的东西还是比较靠谱的，但是我刚刚收到的时候一点电都没有，都开不了机，快递员么跑了个快，以为是个骗子，回去后充电了半个小时才能开机，跪了.....
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,绿色很漂亮，时尚耐看。拿到手在拆开之前查询序列号是没激活，然后再拆开。手机是2013年生产的，没电开机不了，充电后开机顺利，激活，查询保修期还有一年！
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,用过你就知道有多好 5c的外观 无可挑剔！不用带套不用贴膜两年之后换iphone8哈哈哈哈确实不喜欢ios7系统啊 跟win8一样坑爹的系统 太山寨了
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,手机未激活 未拆封 很不错 第一次亚马逊购物 就是才买几天就199元的送迷你音响 为什么不给我送一个迷你影响 \价格3599
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,手机还行 使用中没什么毛病
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,Apple iPhone 5C(16G) 3G智能手机(蓝色 电信版)收到货试用几天后才评价速度还可以，小巧轻便，加个外壳就完美。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,下单后，三天就及时送达。包装周到，开箱后马上激活。非常漂亮的黄色背壳，有陶瓷质感。又推荐了几个朋友买，这个价格很实在，3G速度够快了，不错。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,不知道出于什么原因，电话保修期在我一拿到手就已经过期了，怀疑是官翻机，但是急着送人，看在能用的份上，也就忍了，还有受不了的就是屏幕是屎黄屏。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,第一次在网上买手机，特意比较了京东和亚马逊，最后因为优惠额度更多而选择了在亚马逊购买，手机非常好用，除了8G的内存是槽点外，总体来说很好。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,"yanse hen liangsao ,wohenxihuan,yongqilaiyehaikeyi,youdaizaiguancha~"
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,我拿到手后，手机是未激活的，，激活后，一切使用流畅，我也不玩游戏，就上网， 哎呀，就一个感慨，千万手机百千态，还是苹果最流畅啊。。。。。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,卖家服务态度非常好，第一次送过来的手机卡槽打不开，第二天马上就换了新机过来，快递也超给力！不错的网购经历。手机很好用，外形我也好喜欢！
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,还不错，正品  值得买。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,全新正品，不错，很好用。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,手感不错，颜色亮丽，不错
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,很好，很流畅，手感也不错
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,前天到的货，物流速度还是可以的，拆开包装看了看是2013年生产的机子，时间有点长了，难道是压仓品？不过打开激活以后用了用还是不错的。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,用了快三个月才来评论。。表示日期什么的都是全新的啦。。超棒的，而且价钱还低，32g不到3500的价真是赚到了噢～十万个推荐购买！！～
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,原装正品，包装非常好，很快就到手了。但是发现很不好的一点，就是亚马逊的快递员能把快件带回家，我们约拿快递的时候，他说要回家拿。。。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,正品，自己激活的，保修从激活当天计时一年，目前升级到ISO8版本了，使用了一段时间，完全没问题，要入手16G的抓紧，毕竟停产了。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,正品行货，到手电池完全没电，充电激活一切都很ok。给5分，不满的是物流确实慢。机子是去年9月份左右机子，如果不介意的话现在购买
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,9月5号收到，6日注册，官网显示15年9月5日保修到期，电话支持到期时14年12月5日。机子生产日期是13年9月。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,手感很好，电量也很耐用
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,可以开箱验货，包装完好无损。做工相当精美。塑料外壳相当不耐划，拆封后随便摆弄两下，就出现细小的划痕。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,昨天中午下单，今天上午九点多收到货，物流速度让我惊叹，上午接到快递电话简直不敢相信。手机今天下午装上卡了，目前还是挺满意的
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,第一次收到货是已激活的，马上联系客服换货，换货当天就通过了，但是实在不明白这么个国际电商会这样，不重视中国消费者利益，差评
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,虽然各种波折，把联通的卡剪了，还没法用，又换回去。新买了电信号，手机挺好，但是别人说是塑料壳，不是很耐用，价格很合理，喜欢
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,手感尚可 比想象的要重 电池续航一般 系统限制太多 功能相对较弱 相较其价格而言 不具性价比 总体上不够理想 苹果还需努力
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,一直很喜欢5c，塑料能有瓷器的触感简直太棒了 ，而且不觉得冰冷，非常称手。这个黄色很温暖w刚好6也出了就趁着最后一批可以把5c带回来原来那个被偷掉简直难过
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,如题，据说在欧洲，5c的销量远超5s，拿到手后也确实验证了。只是，屏幕上有个黑点，已经办理退货，真的舍不得啊
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,亚马逊售后服务非常好，我买了一个手机有问题，很快就更换了一个新机。非常感谢。不愧是大公司，很有力度。谢谢客服，很负责任。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,确实是正品，好用得不得了，只可惜，我买的时候是3599，现在降了101块。淘宝天猫都是3488，现在这个价格可以入手了。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,虽然是塑料，但是感觉确实很不错。
Apple iPhone 5C(16G) 3G智能手机(白色 电信版),"￥1,592.77","￥1,592.77",平均 4.6 星,"1,560 条商品评论","1,710",499,一直想买一款苹果的手机 最终选择了5c 没有让我失望 很惊喜 不管是细节做工 还是系统配置 太完美了 好多个赞！！！！
